dateActivity,productId,cost,userId
2018-12-07,specialpack,0.198,ds147cl9b3gvi1y
2018-12-10,goldenspin,0.198,pdqmio4jd3ovw5i
2018-12-09,poolcash001,0.398,fzth56f876dnknb
2018-12-07,specialpack9_0,1.998,q4fg9myfa6hakku
2018-12-07,specialpack9_0,1.998,n0dnsji7xxhbphg
2018-12-10,goldenspin,0.198,rk9mbbvw2f607z9
2018-12-12,coinpack004,3.998,v1lr73ew3ydb9dj
2018-12-10,specialpack9_0,1.998,5esep6c25ynbjyn
2018-12-07,goldenspin,0.198,nteklf7gczgtyrj
2018-12-10,goldenspin,0.198,o0dej9011erhjm5
2018-12-08,specialpack19_0,3.998,pjmszgdhezye2zb
2018-12-09,specialpack,0.198,jin1482ze64bowa
2018-12-10,specialpack1_3,0.798,fc3g3inkk0syvu5
2018-12-07,specialpack9_0,1.998,qaawb60ni0pxkfy
2018-12-07,specialpack1_3,0.798,2g3v8y9wae0a3th
2018-12-07,poolcash001,0.398,d7ynryibkx2uhdo
2018-12-13,goldenspin,0.198,7q74uwua6it7uje
2018-12-09,goldenspin,0.198,qfhjhme2gqpodk6
2018-12-12,specialpack2_0,0.998,pc6rzed7fgt1g9l
2018-12-12,goldenspin,0.198,ptmvnpuhuhls82a
2018-12-07,coinpack002,0.998,ocxvung8mbvf2vi
2018-12-08,poolcash004,3.998,nhf1mcg4o9tu8pb
2018-12-12,goldenspin,NA,wwg4br02j6iwmsi
2018-12-11,goldenspin,0.198,y0s14emawp26cwh
2018-12-12,coinpack001,0.398,d63o6i6l5vyqvk9
2018-12-07,specialpack9_0,1.998,cjiu9nowz0daywh
2018-12-13,coinpack004,3.998,q3rcqitm1qv9kpo
2018-12-07,specialpack4_0,1.398,ic95rpxj6dw9dto
2018-12-12,specialpack3_0,1.198,0z370t2vet3q8ck
2018-12-13,coinpack001,0.398,9rvg8a84evc7g3x
2018-12-07,goldenspin,0.198,79wgdjjkahspelo
2018-12-13,specialpack1_0,0.398,eal757bj3udecxr
2018-12-09,coinpack001,0.398,j0erp3gzbpzadxi
2018-12-12,specialpack1_0,0.398,2o2m67ms9sn75xf
2018-12-11,coinpack001,0.398,qiacmctsocakvbo
2018-12-10,specialpack,0.198,uyha7hmohxjxcvd
2018-12-12,coinpack001,0.398,biwtyis8374tdya
2018-12-11,specialpack2_0,0.998,s5usqy58omtkf7c
2018-12-13,specialpack1_0,0.398,b3djdytre8eikwb
2018-12-10,goldenspin,0.198,dwcckzi00lizjut
2018-12-11,goldenspin,0.198,gbtufdcotsiof23
2018-12-12,specialpack1_3,0.798,ruc3tlske1xbjnp
2018-12-08,specialpack,0.198,27axfaaqjk80my1
2018-12-11,specialpack,0.198,2f0bmzs7l4n7vz7
2018-12-10,goldenspin,0.198,9pn111ukxord7za
2018-12-08,goldenspin,0.198,3jefier2350sylu
2018-12-07,specialpack4_0,1.398,orl9e1biinca8sw
2018-12-12,specialpack4_0,1.398,uiud5xs145bo6sf
2018-12-12,specialpack1_3,0.798,9ievv95ao4fj3sw
2018-12-11,specialpack19_0,3.998,efqchbscyy41cs5
2018-12-10,specialpack1_0,0.398,qzd7j9qsdq45toy
2018-12-09,specialpack1_0,0.398,iy3t1wiari5ao61
2018-12-12,specialpack,0.198,08au0t85dxn66dc
2018-12-10,scratcherspack1,0.398,6r2ivtb4d2hor44
2018-12-11,specialpack4_0,1.398,xd27o0swng0fmr0
2018-12-09,coinpack001,0.398,a2vjz3v03dhuqjp
2018-12-10,specialpack4_0,1.398,px7xaw5873jhhgb
2018-12-11,goldenspin,0.198,j21v234r234ibei
2018-12-13,poolcash001,0.398,0a0sjkaglbf190q
2018-12-12,specialpack1_0,0.398,6r6s5sa0dsu0ph1
2018-12-10,goldenspin,0.198,xdh500j24zfokds
2018-12-12,scratcherspack1,0.398,x8ncj20mhzb6n8s
2018-12-07,coinpack001,0.398,xt34xdf7am2zmgt
2018-12-13,specialpack1_0,0.398,6qu59hnbcn3u31t
2018-12-08,specialpack1_3,0.798,30o5ifhhkrdjx72
2018-12-09,specialpack4_0,1.398,7nrldoasel70536
2018-12-13,goldenspin,0.198,bay9o3pjvlhb5m2
2018-12-09,coinpack001,0.398,fob1rlg9ux9pcz8
2018-12-07,specialpack2_0,0.998,mzipqh6tbdt5ed6
2018-12-09,coinpack001,0.398,5fvrqa2jdni5rhz
2018-12-13,specialpack1_3,0.798,pksa1igf69665i1
2018-12-08,goldenspin,0.198,kj2jxhvz44dokyo
2018-12-07,specialpack1_3,0.798,8wx0cinddad21y0
2018-12-08,coinpack001,0.398,2d8z559ofwcf80b
2018-12-12,specialpack1_0,0.398,zmd8ftm4maz6edz
2018-12-08,goldenspin,0.198,qshj1lfl5vmwjkv
2018-12-11,coinpack001,0.398,d66yh12iui2dnm7
2018-12-12,goldenspin,0.198,aub9vk3a3ifs3cd
2018-12-10,specialpack1_0,0.398,eryx31372vrfvw9
2018-12-13,goldenspin,0.198,spprhfufg4iac24
2018-12-13,goldenspin,0.198,okqy7llh0ftkbgb
2018-12-11,poolcash001,0.398,ydzjv497wr8q7na
2018-12-09,specialpack12_0,2.998,qpiuknlsslugqc6
2018-12-11,specialpack1_0,0.398,1kauuxfkc8phs1i
2018-12-13,goldenspin,0.198,jmjs3gq1wpzicbr
2018-12-13,specialpack2_0,0.998,l5hj4j8oalpb9df
2018-12-09,specialpack1_0,0.398,3vlvazjojq6ukeg
2018-12-12,scratcherspack1,0.398,e2tr02hew90q80e
2018-12-08,coinpack002,0.998,fb9u2ix9qu8i2fh
2018-12-11,specialpack2_0,0.998,0miw9gw2h0a7yzs
2018-12-08,specialpack1_0,0.398,p1nobacvnybzson
2018-12-11,specialpack1_0,0.398,5zd1rynkgdkcpmx
2018-12-13,specialpack2_0,0.998,qy7h9vi30uqi269
2018-12-10,specialpack5_0,1.598,3yg6tnji8wwbqih
2018-12-11,goldenspin,0.198,firsljc5sckdkzv
2018-12-08,coinpack001,0.398,idssw09b29tky3y
2018-12-12,poolcash002,0.998,ivwlcc3aqbsjzs1
2018-12-13,goldenspin,0.198,or6rfbdoc3euu63
2018-12-13,specialpack1_3,0.798,bjj79xdiq2xorot
2018-12-10,goldenspin,0.198,hxqqptl2l5vtwjj
2018-12-12,specialpack2_0,0.998,zgn3u4gm3o1z0xc
2018-12-08,specialpack,0.198,bjngm92oj2mq427
2018-12-11,specialpack2_0,0.998,b0qitngpo8yeie3
2018-12-09,specialpack1_0,0.398,pu16fuct5kjt3ib
2018-12-12,coinpack001,0.398,sabszcsmrvx75su
2018-12-09,specialpack2_0,0.998,lrgj3khkbsdbstd
2018-12-09,specialpack12_0,2.998,220trw1rnbjxnv5
2018-12-11,poolcash004,3.998,dxveji6y60imwzx
2018-12-11,scratcherspack1,0.398,ocko73h89q95wjn
2018-12-10,scratcherspack1,0.398,9gh0dpgphre3d09
2018-12-12,coinpack002,0.998,ijdj6pxlk757b4c
2018-12-13,specialpack,0.198,q04ldz6xtxiorxs
2018-12-08,coinpack001,0.398,d8rgrpx77vtegdq
2018-12-11,coinpack001,0.398,cwj0yob50ix3mnt
2018-12-07,coinpack001,0.398,1sxbt6gi3b2s20y
2018-12-13,goldenspin,0.198,qnhshyfiul0x60u
2018-12-09,specialpack1_2,0.598,b27zpyv2lakxp11
2018-12-11,goldenspin,0.198,effeqdfvn3zerr8
2018-12-10,specialpack1_3,0.798,7iewowdz869mxir
2018-12-09,specialpack1_3,0.798,4i87294je29pfvo
2018-12-07,specialpack1_0,0.398,etybrlvawix4pau
2018-12-09,specialpack1_2,0.598,jljmsmkicowte8z
2018-12-09,specialpack4_0,1.398,etf5b9ia202t5kd
2018-12-09,goldenspin,0.198,o15wja6e8smevfd
2018-12-09,coinpack001,0.398,z1soaucxmzd86zy
2018-12-10,specialpack,0.198,yquqw4uny6zijqe
2018-12-13,coinpack003,1.998,4g6rjnkjhre042t
2018-12-12,goldenspin,0.198,pln54ylkyau2hug
2018-12-13,specialpack1_2,0.598,8hjxs4x619l6p3d
2018-12-10,specialpack19_0,3.998,r0ux2phpdg8p5yo
2018-12-08,specialpack27_0,5.998,n74s9utinm5ddsn
2018-12-09,specialpack1_0,0.398,oftt9h3ux2mjm5n
2018-12-11,specialpack1_2,0.598,5gaxu3nyg9j16y8
2018-12-08,specialpack12_0,2.998,4njdfyvj60sxlb1
2018-12-11,specialpack2_0,0.998,s00pqifxm3tzgrr
2018-12-12,specialpack1_0,0.398,w7wsbzoiuwuct26
2018-12-09,specialpack,0.198,1b5vqbfhtxxizgn
2018-12-12,goldenspin,0.198,1t912jgoxb6y6dn
2018-12-11,coinpack001,0.398,jik0nwenl93nukf
2018-12-08,goldenspin,0.198,1rfldfj4r8w43p8
2018-12-10,specialpack4_0,1.398,8klkft78jf7mhnp
2018-12-09,specialpack2_0,0.998,qmxaegqr48s661i
2018-12-10,coinpack001,0.398,t6xvhsz4yl5s4fx
2018-12-10,specialpack1_0,0.398,622mtoq5k7lyp0h
2018-12-13,specialpack1_0,0.398,iy8x7ah5n6eira7
2018-12-08,specialpack4_0,1.398,5dwqtiogiv6axqb
2018-12-09,goldenspin,0.198,eh9tdptrw4hnfhr
2018-12-13,coinpack005,9.998,i054zcxwe0u7owm
2018-12-09,specialpack1_2,0.598,qnmnajhwb5yc633
2018-12-09,specialpack1_0,0.398,log6g1oq4mfdd26
2018-12-13,specialpack19_0,3.998,g7t1g5vrxfxrkky
2018-12-08,specialpack2_0,0.998,cjcfz5rit2sudi6
2018-12-12,specialpack4_0,1.398,9wrc9itxb9f7k8s
2018-12-09,specialpack1_2,0.598,sli89k70e1rqui4
2018-12-09,specialpack1_2,0.598,on61srip6xq7887
2018-12-13,specialpack4_0,1.398,aox19oddofrcx8j
2018-12-13,specialpack1_0,0.398,3hqz7385g06i7qg
2018-12-09,goldenspin,0.198,zfag69fdfjn1fpx
2018-12-12,poolcash004,3.998,a7r57x57uoetgbl
2018-12-09,specialpack1_0,0.398,w03v8g2l6l771ij
2018-12-09,specialpack1_2,0.598,3crqiowaz9yb8u8
2018-12-10,coinpack001,0.398,9f7pl26dlxjds20
2018-12-08,specialpack1_0,0.398,5xsvjw3mkk5x5je
2018-12-13,goldenspin,0.198,8gj401insjoczl1
2018-12-10,coinpack001,0.398,s57vij4e57tpn4z
2018-12-12,specialpack2_0,0.998,mujfbmxj1mflcn0
2018-12-07,goldenspin,0.198,irviisa5bds2lvq
2018-12-10,goldenspin,0.198,z5xchnn91nt56r1
2018-12-07,goldenspin,0.198,9ue6eo8mcrbywte
2018-12-13,coinpack001,0.398,sozhqnfzzz1yewc
2018-12-09,poolcash002,0.998,3qpc7nhkxw7z93g
2018-12-08,specialpack1_2,0.598,5plmx7wvzme9op9
2018-12-13,poolcash001,0.398,ui1lyzrwzlh8fs6
2018-12-07,specialpack1_2,0.598,7jyusr6unyco00p
2018-12-12,coinpack002,0.998,jumt3gtozrubwi1
2018-12-12,specialpack2_0,0.998,k8bhvu9y5pygmek
2018-12-12,specialpack2_0,0.998,14ocfsfasgg4v46
2018-12-11,coinpack001,0.398,o3a2aigmhomfzly
2018-12-11,specialpack1_0,0.398,ftaw1ahxynyfzmk
2018-12-08,specialpack1_0,0.398,z8exhyelgktyl7w
2018-12-09,specialpack1_3,0.798,7u85puci8zs5guu
2018-12-10,specialpack1_0,0.398,n47gra6n5w4qgf9
2018-12-12,specialpack2_0,0.998,cg4kcdlst8efd2s
2018-12-08,specialpack1_2,0.598,do15xqkhp64cao9
2018-12-10,specialpack2_0,0.998,upf671ri0ou0bev
2018-12-12,specialpack,0.198,31q8i487rrkmx94
2018-12-13,specialpack1_2,0.598,qajc56ggjs9qnai
2018-12-10,specialpack1_3,0.798,52c4r3fvdyx1y9y
2018-12-13,goldenspin,0.198,hsolrvx12cs6iad
2018-12-11,specialpack2_0,0.998,tiiaj3kdhcvfmob
2018-12-13,goldenspin,0.198,zc8c7tm0uz87sw8
2018-12-08,coinpack001,0.398,yt3u2f1u4vcmqmx
2018-12-10,specialpack1_2,0.598,w8y7583ejz6wc3a
2018-12-10,coinpack001,0.398,vsso4tuo18nosa2
2018-12-08,coinpack002,0.998,u33b4xc2fxsc5v7
2018-12-13,goldenspin,0.198,5rf7i4gslhkfml5
2018-12-13,specialpack1_0,0.398,dhmpxad045ccttz
2018-12-10,goldenspin,0.198,ej6n0r3hyxk2bea
2018-12-12,goldenspin,0.198,vjkmlj92jtoq827
2018-12-08,specialpack1_2,0.598,ii2s1ijjqs2sbua
2018-12-09,specialpack51_0,13.998,qq2ene3q6dsfa7p
2018-12-09,goldenspin,0.198,2cm741zea601c1a
2018-12-08,specialpack1_0,0.398,itaroh5ithwgqac
2018-12-12,poolcash001,0.398,obawyodamce78wv
2018-12-09,poolcash001,0.398,s0tm5267i0e3w3z
2018-12-09,coinpack006,19.998,9w4s5zcvmel05ge
2018-12-12,coinpack001,0.398,jcwkkor2ibl7t2i
2018-12-11,specialpack1_3,0.798,fo70lym316cnyq3
2018-12-07,specialpack1_2,0.598,onzy1s02a9u3jt5
2018-12-11,goldenspin,0.198,7oufda04ber1ykg
2018-12-11,specialpack1_3,0.798,lvrwa1zexqp211v
2018-12-10,goldenspin,0.198,j5oeoejzyz3rqqu
2018-12-08,specialpack1_2,0.598,5iybsj8k6433l9o
2018-12-07,specialpack2_0,0.998,jm029l78xfno61c
2018-12-08,coinpack002,0.998,jwlcrqt8lwceudf
2018-12-11,specialpack1_3,0.798,5eukuiunpzqht3m
2018-12-10,scratcherspack1,0.398,if6tq6bvxrt9gup
2018-12-10,specialpack1_0,0.398,fwixeb1e2x4wzpr
2018-12-07,specialpack1_0,0.398,90a4eajjosmqsbk
2018-12-08,specialpack9_0,1.998,eb7jno6zmx3fbzq
2018-12-13,goldenspin,0.198,gs0xpzck38g41fa
2018-12-11,specialpack2_0,0.998,9wlsyxngv2r3y0u
2018-12-11,goldenspin,0.198,qlwuxmnd5map3qt
2018-12-11,goldenspin,0.198,oqcua3w8cp4fmgc
2018-12-13,coinpack004,3.998,3dl6pnc6cim1v9u
2018-12-08,specialpack1_0,0.398,7i7hd0cp1kiyca1
2018-12-10,specialpack1_0,0.398,vg3gnejzlrq7cbr
2018-12-08,goldenspin,0.198,b33w11jxm8xycfd
2018-12-12,poolcash001,0.398,16ax1e986izqljt
2018-12-11,specialpack5_0,1.598,e48hnogw8e6w6tq
2018-12-08,poolcash001,0.398,tlez4hu7uw164og
2018-12-13,coinpack001,0.398,3vvz7izlfsmm72f
2018-12-08,poolcash001,0.398,0lka04ciekwrw5a
2018-12-09,goldenspin,0.198,okkfokk1p1gpnxy
2018-12-13,goldenspin,0.198,npw6jr7gfx0d4u0
2018-12-07,poolcash002,0.998,8uu4h000xn1rsyk
2018-12-11,specialpack1_3,0.798,asl5ci2a1yb8fl2
2018-12-11,specialpack1_0,0.398,3idg8kf6457t476
2018-12-13,specialpack1_3,0.798,tbl7pirb5br7m2w
2018-12-12,specialpack4_0,1.398,qgbn6eawtxaqdwp
2018-12-12,goldenspin,0.198,is6v6mnerhqhz9e
2018-12-07,specialpack1_3,0.798,sv545ttbs9h53tj
2018-12-12,goldenspin,0.198,lscoa67z6sy71h6
2018-12-07,poolcash004,3.998,af9b72bc6pt3sdb
2018-12-07,specialpack1_0,0.398,rtbpt28i2z16ueq
2018-12-11,goldenspin,0.198,ywikm078eujbsz4
2018-12-10,specialpack1_0,0.398,r06z9kofp4lg73e
2018-12-12,scratcherspack1,0.398,89ktrtpuka7e0zi
2018-12-13,specialpack,0.198,jgjwst2je1ix07s
2018-12-07,coinpack001,0.398,46aq8yxtjlr4tik
2018-12-12,specialpack1_0,0.398,r63cz76rugmypvu
2018-12-10,specialpack9_0,1.998,m35lp7n0kmwnanr
2018-12-07,specialpack,0.198,8tbusjhfknusb25
2018-12-11,coinpack001,0.398,lysar5f3xw9w41k
2018-12-10,specialpack1_3,0.798,f4gcyftjgivm30a
2018-12-09,coinpack001,0.398,pbo52uqisudfcm8
2018-12-07,specialpack1_2,0.598,awntxfseo1mw71e
2018-12-07,specialpack9_0,1.998,rbbqv5jtubl8tz7
2018-12-10,specialpack1_3,0.798,t8b6n9fv8lrz2pe
2018-12-12,poolcash001,0.398,q26b57cw4ylmfme
2018-12-11,specialpack2_0,0.998,sft2rvwd15w53s3
2018-12-10,coinpack002,0.998,nhj9futlf8w5fck
2018-12-09,coinpack001,0.398,0jnucxuoywgy0s8
2018-12-13,goldenspin,0.198,lrrt72gj2e1a9ys
2018-12-11,specialpack9_0,1.998,jy690jssnbotl0c
2018-12-13,goldenspin,0.198,8of9ea69tpixsd7
2018-12-11,specialpack,0.198,kptavxrl93jxpx4
2018-12-07,poolcash002,0.998,afvf3fb5hj4sd6m
2018-12-10,coinpack001,0.398,grq0og9ld5rqyi0
2018-12-09,specialpack1_2,0.598,b9co379uyhw41j7
2018-12-11,goldenspin,0.198,fwonp77wllj1l1l
2018-12-10,goldenspin,0.198,zz681qkmazf9zdz
2018-12-12,specialpack2_0,0.998,mxzovozyk0yx92f
2018-12-08,specialpack1_3,0.798,aykujcnf46xyv5k
2018-12-12,coinpack001,0.398,jpv8aldx59ehq78
2018-12-12,specialpack1_3,0.798,ijcte6mfoloab9u
2018-12-07,coinpack001,0.398,lx5wmit4tqz4euh
2018-12-10,specialpack1_2,0.598,m0m59zx0te49zly
2018-12-11,poolcash001,0.398,do5nxavd5wtvpe1
2018-12-13,specialpack1_0,0.398,au2g8wdckjou0d9
2018-12-07,specialpack,0.198,p9kqqa9q1nmhsy0
2018-12-11,coinpack003,1.998,xtekavmuglcqmx8
2018-12-07,specialpack1_0,0.398,g2p0y6klpda32vb
2018-12-09,specialpack19_0,3.998,0x5dtq3bx5oy1y3
2018-12-10,goldenspin,0.198,1h533uuzss29xa0
2018-12-12,goldenspin,0.198,r30whm7dbyzw8pu
2018-12-13,coinpack001,0.398,to2bnq9wqo2baup
2018-12-09,coinpack001,0.398,0s4sm9rkm033cuq
2018-12-10,monthlypremiummembership01,3.998,v58ryk1b3ji1l9m
2018-12-07,specialpack1_0,0.398,bfdbvkojem8adqw
2018-12-09,specialpack1_2,0.598,exxran1n65qmveu
2018-12-12,goldenspin,0.198,y4u1aqdlaqfknqu
2018-12-09,specialpack49_0,9.998,yspbcppdkjomfbl
2018-12-09,goldenspin,0.198,7iaj9q1akcrx51c
2018-12-11,specialpack1_0,0.398,s6awqu9u4bpm3id
2018-12-11,goldenspin,0.198,ljvtthp6h5e0pgd
2018-12-13,specialpack4_0,1.398,hg9f9xjyakmwlkv
2018-12-12,specialpack1_2,0.598,knj44xgyzcn1k5k
2018-12-13,specialpack1_0,0.398,rprvya9uvtsj5s1
2018-12-09,specialpack1_0,0.398,4tvlpw9rgs84vei
2018-12-08,specialpack2_0,0.998,ui7xhjlkdt6x7so
2018-12-12,goldenspin,0.198,1x45fq8nc155a41
2018-12-08,coinpack001,0.398,78gj2ly5qpdg8wz
2018-12-11,specialpack1_0,0.398,nbu9bab1qfmss3l
2018-12-12,specialpack1_2,0.598,jmzuqjbnupc3bd1
2018-12-11,coinpack001,0.398,ivq09ei5xedilpe
2018-12-11,specialpack1_3,0.798,rtbpt28i2z16ueq
2018-12-11,specialpack12_0,2.998,jpjbzdvf8uv9xve
2018-12-08,specialpack1_2,0.598,978tqj61k0eepw3
2018-12-08,specialpack9_0,1.998,4yfnfo9d4m7jldw
2018-12-13,specialpack1_0,0.398,tj22bgknr40ayly
2018-12-08,specialpack1_3,0.798,p5ud725zddud4af
2018-12-11,specialpack1_2,0.598,i9fysglm2rlsrqi
2018-12-09,poolcash001,0.398,p47eeke5inpv0be
2018-12-13,goldenspin,0.198,qllhu5tv6i579la
2018-12-08,specialpack4_0,1.398,442mtxcv7o05tiu
2018-12-10,weeklypremiummembership01,1.598,bbx6ly8slfojlmg
2018-12-12,specialpack1_0,0.398,rp0nxmcumk91ex5
2018-12-13,specialpack1_3,0.798,kmlq3a9ep4p3j1k
2018-12-12,coinpack001,0.398,78n7rr0fwvqn1x7
2018-12-07,specialpack1_0,0.398,jf3vcitfoxdjtke
2018-12-13,goldenspin,0.198,gq5vla3pya4ephz
2018-12-10,specialpack1_2,0.598,3xpen9666dw7hz2
2018-12-12,specialpack1_0,0.398,dvrg8srcxmh1twe
2018-12-09,poolcash004,3.998,h8ntahhro0o60bf
2018-12-13,goldenspin,0.198,gxwa3usyo1fzem3
2018-12-10,specialpack1_0,0.398,xkp4vjm05tqgnt1
2018-12-11,specialpack1_3,0.798,nyyhttyxug2ug5w
2018-12-13,specialpack1_2,0.598,oiukmqmxpx7plo2
2018-12-13,monthlypremiummembership01,3.998,79z2w7eyuqi1rtu
2018-12-11,poolcash003,1.998,bieae1ms4g9k1x4
2018-12-09,specialpack2_0,0.998,yzi4m0oz5vji9we
2018-12-07,specialpack2_0,0.998,spkhg4exn3hytd0
2018-12-10,coinpack002,0.998,l09sqwpxayw1m5k
2018-12-08,specialpack2_0,0.998,oknfa7or01y7rlp
2018-12-08,specialpack1_3,0.798,8ittgogsiptusbz
2018-12-10,coinpack001,0.398,ermqcwxz7zj192e
2018-12-10,specialpack1_0,0.398,75chxwj7v2ny4yr
2018-12-08,poolcash001,0.398,ysavz6dpf62b6jk
2018-12-13,specialpack2_0,0.998,6gjjvxq1o1fa15b
2018-12-13,specialpack1_2,0.598,2laqlek2oh08zmn
2018-12-12,specialpack,0.198,pj9kvu1mlro21n7
2018-12-11,specialpack2_0,0.998,v6rw010n76nsz99
2018-12-07,goldenspin,0.198,w7sklpiyy3vqmp3
2018-12-08,goldenspin,0.198,k8bhvu9y5pygmek
2018-12-10,specialpack1_0,0.398,x9pcdz2kv3l9yb5
2018-12-09,specialpack1_3,0.798,789jjgqulxma59s
2018-12-09,coinpack001,0.398,jw96glslasd8p5g
2018-12-12,coinpack001,0.398,hzt7y4svw60kop3
2018-12-11,specialpack1_0,0.398,fze5zaerxwchf3f
2018-12-11,specialpack1_3,0.798,e7iavs558kxhx0u
2018-12-08,goldenspin,0.198,zui9b7qlxdmtoy6
2018-12-12,goldenspin,0.198,n0ar02zv260sn44
2018-12-11,coinpack002,0.998,0n18plthgddf1al
2018-12-07,goldenspin,0.198,hcnifsv8k6d6inm
2018-12-10,specialpack12_0,2.998,q9abjgwu7ie9x2j
2018-12-08,specialpack1_0,0.398,w2fod22mt76x0cp
2018-12-12,specialpack1_0,0.398,xyq0t4tw0h8vrlq
2018-12-07,specialpack1_2,0.598,deqpofm8b8l5zvj
2018-12-09,goldenspin,0.198,64kc53yj18uep1h
2018-12-10,goldenspin,0.198,qsnyt1mq9pviom4
2018-12-12,coinpack001,0.398,fwpoamn7eujn3bg
2018-12-13,specialpack,0.198,4ebc529kbilkj99
2018-12-10,specialpack49_0,9.998,wybrcpzzi3v5hl5
2018-12-08,goldenspin,0.198,w74fquv5e91yudh
2018-12-08,specialpack1_0,0.398,e1olw9zsflc4cns
2018-12-12,coinpack002,0.998,12mjvuf340p4lcy
2018-12-13,specialpack1_2,0.598,vxt9680fzbcm4jr
2018-12-11,goldenspin,0.198,9vges3kwc89pgz1
2018-12-09,goldenspin,0.198,5atplnn005ga25q
2018-12-12,specialpack1_3,0.798,bye3mrbunsui1b9
2018-12-12,goldenspin,0.198,9rk1q5k1narl7km
2018-12-12,specialpack1_0,0.398,ib4wk24l1xyzb2j
2018-12-10,specialpack1_3,0.798,ssq9g14jjrtx40t
2018-12-13,goldenspin,0.198,lxucir3tifnisan
2018-12-09,specialpack1_3,0.798,4qyjznfl4tnl5zt
2018-12-12,specialpack1_3,0.798,myf4eb0rbmuaj7q
2018-12-10,scratcherspack1,0.398,ayffwhx2z2is2ud
2018-12-11,goldenspin,0.198,l378gogja1hz6us
2018-12-09,specialpack4_0,1.398,xc5usaaekrwyjya
2018-12-12,poolcash002,0.998,dv5eb1qr31eic68
2018-12-07,poolcash002,0.998,jw96glslasd8p5g
2018-12-13,specialpack1_0,0.398,01cmetr5xtp8915
2018-12-10,specialpack1_3,0.798,mt37ypcnho9ipwy
2018-12-08,poolcash003,1.998,hkxg8aps44rubcc
2018-12-09,coinpack001,0.398,n04obvw4lu4nye2
2018-12-07,specialpack1_2,0.598,olbdzy8nsnnmoqx
2018-12-10,specialpack,0.198,664l6ejdnyd1vr6
2018-12-12,specialpack1_0,0.398,zr6uypbhkiyrkwv
2018-12-13,goldenspin,0.198,nheyb053zzogfac
2018-12-08,coinpack004,3.998,br77jvfg2ij3wr1
2018-12-10,specialpack1_3,0.798,yo39q1z8mi7fo3e
2018-12-08,specialpack9_0,1.998,9i04ukfsmthjc3f
2018-12-09,coinpack002,0.998,amfbsqcwj03vyow
2018-12-12,specialpack1_3,0.798,k5f44jxn2avedpr
2018-12-10,coinpack003,1.998,fx2wjnugtk9131j
2018-12-11,specialpack1_0,0.398,245k9ud5mk4gbmc
2018-12-11,specialpack2_0,0.998,jq25c3du5kpx329
2018-12-12,goldenspin,0.198,su03hf4y7if3s91
2018-12-12,specialpack2_0,0.998,8kk84dxjnv5xtx4
2018-12-13,goldenspin,0.198,z2fcfpngqvn8eko
2018-12-12,goldenspin,0.198,syo11idjuqnc8qf
2018-12-08,specialpack1_3,0.798,w42uzlk2jlcoc12
2018-12-11,specialpack1_0,0.398,6jq8354870kkcny
2018-12-10,specialpack2_0,0.998,0p54t1w2vx5ru6t
2018-12-09,coinpack001,0.398,099icqriee26xgk
2018-12-10,goldenspin,0.198,nl45qre26my54cu
2018-12-12,poolcash003,1.998,bieae1ms4g9k1x4
2018-12-08,specialpack1_0,0.398,coiihwlw1693dhe
2018-12-11,specialpack1_3,0.798,kyvfpgo6x5t07ps
2018-12-09,specialpack1_2,0.598,kvuawfucairz2m0
2018-12-07,scratcherspack1,0.398,548aczuh6acx2j7
2018-12-11,specialpack49_0,9.998,eot4q45bbxxkt6f
2018-12-10,coinpack001,0.398,tvlpif4jfkgqd7m
2018-12-07,goldenspin,0.198,dauy0p9t7lmmtmi
2018-12-11,goldenspin,0.198,nnbbblxj08fe24b
2018-12-12,specialpack1_2,0.598,j5ii35infm6if7s
2018-12-12,goldenspin,0.198,dyxbmegg7m1c9ju
2018-12-10,specialpack1_2,0.598,su8r94hro73mwsq
2018-12-09,goldenspin,0.198,pm2rzeq7f7tw089
2018-12-08,coinpack001,0.398,ega6n2ynketglvu
2018-12-12,goldenspin,0.198,xcn9sl2880f58ha
2018-12-09,goldenspin,0.198,3fmoy25y8aqz3ap
2018-12-12,specialpack1_0,0.398,gcuka52p7x952gx
2018-12-13,goldenspin,0.198,pxwqonucf7hyczr
2018-12-12,goldenspin,0.198,zhx3ktggttb9ysd
2018-12-10,specialpack1_2,0.598,ff7bnrupex06nz0
2018-12-12,goldenspin,0.198,may2818rq09abuv
2018-12-13,poolcash001,0.398,a8zspm5cqmaijfx
2018-12-12,poolcash002,0.998,9cx2d4agsy28ss4
2018-12-13,specialpack1_2,0.598,xhfoum0edg135ww
2018-12-11,coinpack001,0.398,w04tsjlisad5wy3
2018-12-07,goldenspin,0.198,682mpemi3slox7f
2018-12-12,coinpack003,1.998,j99qzlibxfyil2g
2018-12-08,specialpack,0.198,5fv5b1qzqxb82ei
2018-12-09,specialpack1_2,0.598,b4cw7z4jh4n8su9
2018-12-11,specialpack4_0,1.398,pl691hmceoahkoe
2018-12-09,coinpack001,0.398,b6wij3iisa5jaa3
2018-12-12,specialpack2_0,0.998,2qao9m5zfq67bj5
2018-12-10,specialpack1_2,0.598,qt3x8mgxj13hz1m
2018-12-12,specialpack1_2,0.598,q9h9tky7r0s8pgd
2018-12-13,coinpack002,0.998,blaemosnjfqst1u
2018-12-09,coinpack001,0.398,e3vz3wcq9srwebu
2018-12-12,specialpack1_3,0.798,2sj4jqvyg8s39ik
2018-12-10,specialpack1_2,0.598,gkhm102fkbcdpzi
